"treatment_status","control","micro_credit","in_kind_grant","cash_grant","hasbiz","new_biz_assets","monthly_expanses","monthly_revenue","monthly_profits","labour_inc","total_inc","is_male","educ_college","educ_somecollege","educ_hs","age","marital_s","marital_m","worked","has_biz","family_inc_low","migrate","trained","has_kids"
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,29,0,1,1,0,0,1,1,1
1,0,1,0,0,1,24286.1437717619,1200,0,999,999,1459,1,0,0,1,29,1,0,1,1,0,0,1,NA
2,0,0,1,0,1,50365.0950797529,50,300,0,0,60,1,0,0,1,29,1,0,0,0,0,1,1,NA
2,0,0,1,0,1,48467.7467296812,2000,3000,1000,1120,1000,1,0,1,0,29,0,1,1,0,0,0,1,1
2,0,0,1,0,1,52145.8497967341,4200,10200,6000,6000,6000,0,0,0,0,29,0,1,0,0,1,0,1,1
2,0,0,1,0,1,53139.8461527143,1500,1600,100,2400,150,0,0,0,1,29,1,0,0,0,0,0,1,NA
0,1,0,0,0,1,53920.6008696955,2500,3500,1000,1000,1075,1,0,0,1,29,0,1,1,0,0,1,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,29,0,1,1,1,0,1,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,29,0,1,0,0,0,0,0,1
0,1,0,0,0,1,53920.6008696955,1000,1650,650,1450,700,0,1,0,0,29,0,1,1,0,0,0,0,0
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,1,0,29,0,1,1,1,0,0,0,1
0,1,0,0,0,1,42686.9920127001,300,0,0,0,25,1,0,0,0,29,1,0,1,1,0,0,0,NA
2,0,0,1,0,1,53920.6008696955,0,0,0,0,460,0,0,0,1,29,0,1,0,0,0,0,0,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,29,1,0,0,0,0,1,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,29,0,1,0,0,1,0,1,1
1,0,1,0,0,1,56739.8461527143,1000,1300,300,300,1100,0,0,0,1,29,0,1,0,0,0,0,1,1
2,0,0,1,0,1,53920.6008696955,0,500,500,500,575,0,0,0,1,29,0,1,0,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,29,0,1,1,1,0,0,1,1
0,1,0,0,0,1,43467.7467296812,200,500,300,3300,350,1,0,0,1,29,1,0,1,0,0,1,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,29,0,1,1,0,0,1,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,29,1,0,0,0,0,0,0,NA
1,0,1,0,0,1,104467.746729681,40000,42000,2000,2000,2000,1,0,0,1,29,0,1,0,0,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,1,0,0,29,0,1,0,0,0,1,0,1
2,0,0,1,0,1,44467.7467296812,1000,1300,300,300,2000,0,0,0,1,29,1,0,1,0,0,0,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,29,0,1,1,0,1,1,0,1
1,0,1,0,0,1,54120.6008696955,500,600,100,700,175,0,0,0,0,29,0,1,0,0,0,0,1,1
0,1,0,0,0,1,58639.8461527143,154000,157000,3000,3000,3050,1,0,0,0,29,1,0,1,1,0,0,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,29,0,1,1,0,0,1,0,1
3,0,0,0,1,1,52645.8497967341,250,500,250,250,250,0,0,0,1,29,0,1,0,0,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,29,1,0,0,0,0,0,0,NA
3,0,0,0,1,1,47770.4136638237,400,600,200,200,800,0,0,0,1,29,0,0,1,1,0,0,0,1
1,0,1,0,0,1,43094.2110153955,2000,1000,5000,5000,5000,0,0,0,1,29,0,1,0,0,0,0,0,1
0,1,0,0,0,1,36152.9956567199,300,350,50,50,850,0,0,0,0,29,0,1,0,0,1,0,0,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,29,0,1,1,1,0,1,1,0
1,0,1,0,0,1,44416.3104384286,500,0,0,0,0,0,0,0,1,29,0,1,1,1,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,29,0,1,1,1,0,0,0,1
0,1,0,0,0,1,53920.6008696955,1400,0,0,0,1200,1,0,0,0,29,0,1,0,0,1,0,0,1
2,0,0,1,0,1,41967.7467296812,1500,2000,500,2300,550,0,0,0,1,29,0,1,0,0,1,0,1,0
1,0,1,0,0,1,54351.1683808049,5000,8500,3500,3500,3575,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,29,0,1,0,0,1,0,1,0
2,0,0,1,0,1,111594.211015396,7000,8500,1500,1500,1550,0,0,0,0,29,0,1,0,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,29,0,1,0,0,0,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,29,0,1,0,0,0,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,29,0,1,1,1,0,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,1,0,0,29,0,1,0,0,1,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,29,1,0,0,0,1,0,1,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,1,0,0,29,1,0,1,1,0,0,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,29,0,1,0,0,0,0,1,1
0,1,0,0,0,1,37941.4342030288,1500,2500,1000,1000,1300,1,0,0,1,29,1,0,1,0,0,0,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,29,0,1,0,0,0,1,1,0
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,29,0,1,0,0,1,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,29,0,1,0,0,1,0,0,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,29,0,1,1,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,29,1,0,1,1,0,1,1,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,29,1,0,0,0,1,0,1,NA
3,0,0,0,1,1,53920.6008696955,2000,2400,400,400,450,0,0,0,1,29,0,1,0,0,0,0,1,1
0,1,0,0,0,1,53920.6008696955,2000,2500,500,500,575,0,1,0,0,29,0,1,0,0,0,0,0,0
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,29,0,1,0,0,0,0,0,1
0,1,0,0,0,1,53920.6008696955,1000,1200,200,200,200,1,0,0,1,29,0,0,0,0,0,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,29,0,1,0,0,0,0,0,1
2,0,0,1,0,1,37548.3142407907,400,600,200,200,275,1,0,0,0,29,1,0,1,0,0,1,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,29,0,1,1,1,0,1,0,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,29,1,0,1,1,0,0,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,29,0,1,0,0,1,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,29,0,1,0,0,1,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,29,0,1,1,0,0,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,29,0,1,0,0,0,0,0,1
0,1,0,0,0,1,53920.6008696955,30,330,300,300,300,0,0,0,1,29,0,1,1,1,0,0,0,1
1,0,1,0,0,1,54139.8461527143,5000,7000,0,0,550,0,0,0,1,29,0,1,1,0,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,29,1,0,0,0,0,0,0,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,29,1,0,0,0,1,1,1,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,29,0,1,1,1,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,29,0,1,0,0,1,0,0,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,29,0,1,0,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,29,0,0,0,0,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,29,0,1,0,0,1,1,0,0
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,29,0,1,0,0,1,0,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,29,1,0,0,0,0,1,1,NA
2,0,0,1,0,1,53920.6008696955,80,150,70,2070,120,0,0,0,1,29,0,1,1,1,0,0,1,1
0,1,0,0,0,1,23287.1437717619,700,0,0,1500,0,1,0,0,1,29,0,1,0,0,1,1,0,1
0,1,0,0,0,1,53920.6008696955,300,0,0,0,610,1,0,0,1,29,0,1,0,0,1,0,0,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,29,0,1,0,0,0,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,29,0,1,0,0,0,0,1,0
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,29,1,0,0,0,1,0,1,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,29,1,0,1,0,0,0,1,NA
3,0,0,0,1,1,53225.9194537662,2500,3000,500,500,1725,0,0,0,0,29,0,1,1,1,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,29,0,1,0,0,0,0,1,0
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,29,0,1,0,0,0,0,1,1
3,0,0,0,1,1,48770.4136638237,30,150,30,30,130,0,0,0,1,29,1,0,0,0,0,1,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,29,0,1,0,0,0,1,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,29,1,0,0,0,0,0,1,NA
1,0,1,0,0,1,45667.7467296812,200,0,0,0,50,1,0,0,1,29,0,1,0,0,1,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,29,0,1,0,0,1,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,1,0,0,29,0,1,0,0,0,1,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,29,0,1,0,0,1,0,0,1
2,0,0,1,0,1,49165.0950797529,15000,17000,2000,2000,2050,1,0,1,0,29,0,1,1,0,0,0,1,0
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,29,0,1,1,1,0,1,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,29,0,1,0,0,1,0,1,1
3,0,0,0,1,1,53920.6008696955,1000,0,-1000,-1000,-560,0,0,0,1,29,1,0,0,0,0,1,1,NA
0,1,0,0,0,1,279467.746729681,20000,22000,2000,5700,2300,0,0,0,1,29,0,1,1,1,0,0,0,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,29,1,0,1,0,0,1,1,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,29,1,0,0,0,0,0,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,29,0,1,0,0,0,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,29,0,1,0,0,0,0,0,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,0,1,0,0,1,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,28,0,1,1,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,0,1,1,0,0,0,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,1,0,28,0,1,1,0,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,28,1,0,1,1,0,0,0,NA
3,0,0,0,1,1,52775.9194537662,1500,2000,500,500,500,1,0,0,1,28,0,1,1,1,0,1,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,28,1,0,1,0,0,1,0,NA
1,0,1,0,0,1,52525.9194537662,100,200,100,100,175,1,0,1,0,28,0,1,0,0,1,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,1,0,0,0,0,0,0,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,28,0,1,0,0,0,0,1,1
0,1,0,0,0,1,40467.7467296812,500,600,100,100,1200,1,0,1,0,27,1,0,0,0,1,0,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,0,1,1,1,0,0,0,1
2,0,0,1,0,1,57151.4533681627,400,600,200,200,1000,0,0,1,0,28,0,1,1,1,0,1,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,28,1,0,1,0,0,0,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,28,0,1,0,0,1,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,1,0,0,0,0,0,0,NA
3,0,0,0,1,1,53920.6008696955,2000,1000,300,300,300,0,0,0,1,28,0,1,0,0,0,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,0,1,0,0,1,0,1,1
2,0,0,1,0,1,53920.6008696955,300,800,500,500,500,1,0,0,1,28,1,0,1,0,0,0,0,NA
3,0,0,0,1,1,53920.6008696955,350,700,350,350,350,0,0,0,1,28,0,1,0,0,0,0,0,1
0,1,0,0,0,1,175047.06515541,20000,30000,10000,10000,10050,0,0,0,1,28,1,0,1,1,0,0,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,28,0,1,1,0,0,1,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,0,1,0,0,1,0,0,0
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,0,1,0,0,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,1,0,1,0,1,0,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,28,1,0,1,0,0,0,0,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,28,0,1,0,0,0,0,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,28,0,1,0,0,1,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,0,1,1,0,0,0,0,1
2,0,0,1,0,1,28585.9284130863,1000,300,100,100,300,0,0,0,1,28,1,0,0,0,0,0,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,1,0,0,28,0,1,0,0,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,28,0,1,1,1,0,0,0,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,0,1,0,0,0,0,1,1
0,1,0,0,0,1,41067.7467296812,800,1000,200,550,900,1,0,0,0,28,0,1,0,0,1,0,0,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,28,1,0,0,0,0,1,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,0,1,0,0,1,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,1,0,0,0,1,0,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,28,0,0,1,0,0,1,0,1
1,0,1,0,0,1,19388.5800630146,500,800,300,300,700,0,0,0,0,28,0,0,0,0,0,0,1,0
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,28,0,1,1,0,0,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,28,1,0,0,0,0,1,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,1,0,0,28,0,1,1,0,0,0,0,1
0,1,0,0,0,1,35441.4342030288,5000,7000,2000,2000,2000,0,0,1,0,28,0,1,0,0,1,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,0,1,0,0,0,0,0,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,28,0,1,0,0,1,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,28,1,0,1,0,0,0,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,0,1,0,0,1,0,0,0
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,28,0,1,1,1,0,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,28,1,0,0,0,0,0,1,NA
3,0,0,0,1,1,51145.8497967341,50,80,30,30,1105,0,0,0,0,28,0,1,0,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,28,0,1,0,0,1,0,1,1
3,0,0,0,1,1,53920.6008696955,200,360,0,1200,50,1,0,0,1,28,0,1,0,0,1,0,1,1
0,1,0,0,0,1,51770.6986511815,2000,2500,1000,1900,1100,0,0,0,1,28,0,1,0,0,0,0,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,0,1,0,0,0,0,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,28,0,1,0,0,0,0,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,0,1,0,0,0,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,28,1,0,1,1,0,1,1,NA
1,0,1,0,0,1,53920.6008696955,50,200,150,150,1650,0,0,0,1,28,0,1,0,0,0,0,1,1
0,1,0,0,0,1,49467.7467296812,5000,6500,1500,2700,1550,0,0,0,1,28,0,0,1,0,0,0,0,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,0,1,0,0,0,0,1,0
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,1,0,0,28,1,0,0,0,0,0,1,NA
1,0,1,0,0,1,45470.6986511815,200,450,250,250,250,0,0,0,1,28,0,1,0,0,0,0,1,0
0,1,0,0,0,1,58139.8461527143,700,1400,500,500,950,1,0,0,0,28,0,1,0,0,0,1,0,1
1,0,1,0,0,1,58920.6008696954,500,800,300,300,350,1,0,0,1,28,1,0,0,0,0,0,1,NA
3,0,0,0,1,1,53920.6008696955,400,0,0,0,440,1,0,0,1,28,1,0,1,0,0,1,0,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,28,0,1,0,0,1,0,1,0
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,0,1,0,0,0,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,28,0,1,0,0,0,1,0,1
1,0,1,0,0,1,54620.6008696955,500,1500,1000,1000,1000,0,0,0,0,28,0,1,0,0,0,0,0,1
0,1,0,0,0,1,52565.0950797529,1500,500,200,200,200,1,0,1,0,28,1,0,1,1,0,1,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,28,1,0,0,0,0,1,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,0,1,0,0,0,0,0,1
0,1,0,0,0,1,41467.7467296812,200,0,0,0,1050,0,0,0,1,28,1,0,0,0,0,0,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,1,0,0,0,1,1,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,0,1,0,0,1,0,0,0
0,1,0,0,0,1,53920.6008696955,40,70,30,30,330,1,0,0,0,28,1,0,0,0,0,0,0,NA
3,0,0,0,1,1,53139.8461527143,600,1000,400,2500,500,1,0,0,1,28,0,1,0,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,0,1,1,0,0,0,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,28,0,1,0,0,1,0,1,0
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,1,0,0,0,1,0,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,28,0,1,1,0,0,1,0,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,0,1,0,0,1,0,0,1
3,0,0,0,1,1,78686.9920127001,300,0,0,1000,50,0,0,0,0,28,0,1,0,0,1,0,1,1
0,1,0,0,0,1,53920.6008696955,200,1000,800,800,800,1,0,0,1,28,1,0,1,0,0,1,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,1,0,0,28,0,1,0,0,1,0,1,0
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,28,1,0,0,0,1,1,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,28,1,0,0,0,1,0,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,28,0,1,1,0,0,NA,0,0
3,0,0,0,1,1,51051.1683808049,500,700,200,200,875,1,0,0,1,28,1,0,0,0,0,1,0,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,28,0,1,0,0,0,0,1,0
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,28,0,1,1,1,0,1,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,28,0,1,0,0,1,0,1,0
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,28,0,1,0,0,0,0,1,0
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,28,1,0,0,0,0,0,1,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,1,0,0,28,0,1,0,0,1,0,1,1
1,0,1,0,0,1,51545.8497967341,300,1500,1200,1200,1200,1,0,0,1,28,0,1,0,0,0,1,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,28,0,1,0,0,1,0,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,28,0,1,0,0,1,0,1,0
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,28,1,0,0,0,0,0,0,NA
2,0,0,1,0,1,53920.6008696955,800,1600,800,800,1850,0,0,0,0,28,0,1,0,0,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,28,0,1,0,0,0,0,0,1
0,1,0,0,0,1,53920.6008696955,500,700,200,200,670,0,0,0,0,28,0,1,0,0,1,0,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,0,1,0,0,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,0,1,0,0,0,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,28,0,1,1,0,0,0,0,1
0,1,0,0,0,1,53920.6008696955,1100,0,0,0,250,1,0,0,1,28,0,1,1,0,0,1,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,28,1,0,1,1,0,1,0,NA
2,0,0,1,0,1,112551.453368163,6500,8000,1500,1500,1500,1,0,0,1,28,0,1,1,0,1,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,28,0,1,1,1,0,1,0,1
1,0,1,0,0,1,53920.6008696955,400,600,200,200,250,1,0,0,1,28,0,1,0,0,0,1,1,0
3,0,0,0,1,1,58920.6008696954,3000,4000,1000,1000,1510,0,0,0,0,28,0,1,0,0,1,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,28,0,1,1,0,0,1,0,0
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,1,0,28,1,0,1,0,0,0,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,28,1,0,1,1,0,1,0,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,28,0,1,0,0,0,0,1,1
0,1,0,0,0,1,53074.9890098572,2400,2600,200,200,250,0,0,0,1,28,0,1,0,0,1,0,0,0
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,28,1,0,0,0,1,0,1,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,0,1,0,0,0,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,1,0,28,0,1,0,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,0,1,0,0,0,0,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,0,1,1,1,0,0,1,1
0,1,0,0,0,1,53920.6008696955,200,300,100,100,250,0,0,0,1,28,0,1,0,0,0,0,0,1
2,0,0,1,0,1,54920.6008696955,2700,4000,1300,1300,1300,0,0,0,1,28,1,0,1,0,0,0,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,28,1,0,0,0,1,0,0,NA
3,0,0,0,1,1,53920.6008696955,200,500,300,300,375,1,0,0,0,28,1,0,0,0,1,0,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,0,1,0,0,1,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,1,0,0,0,0,NA,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,0,1,1,0,0,0,0,0
2,0,0,1,0,1,53139.8461527143,50,0,0,0,550,1,0,0,1,28,0,1,0,0,1,0,1,1
2,0,0,1,0,1,53920.6008696955,700,800,100,100,600,1,0,0,1,28,0,1,1,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,28,0,1,0,0,1,1,1,1
2,0,0,1,0,1,53920.6008696955,100,300,200,200,700,0,0,0,1,28,0,1,1,0,0,0,1,1
