"treatment_status","control","micro_credit","in_kind_grant","cash_grant","hasbiz","new_biz_assets","monthly_expanses","monthly_revenue","monthly_profits","labour_inc","total_inc","is_male","educ_college","educ_somecollege","educ_hs","age","marital_s","marital_m","worked","has_biz","family_inc_low","migrate","trained","has_kids"
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,0,1,0,0,0,0,1,0
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,31,0,1,0,0,1,0,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,31,0,1,0,0,1,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,0,1,0,0,0,0,0,1
1,0,1,0,0,1,48902.8895868241,8000,10000,2000,2000,2050,1,0,0,1,31,1,0,1,0,0,0,1,NA
0,1,0,0,0,1,53351.1683808049,5000,30000,3000,3000,3000,1,1,0,0,31,0,1,1,0,1,0,0,1
0,1,0,0,0,1,41467.7467296812,4500,5000,500,500,550,1,0,0,1,31,1,0,0,0,0,1,0,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,31,1,0,0,0,1,0,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,0,1,0,0,1,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,0,1,0,0,0,0,0,1
0,1,0,0,0,1,60826.204441124,1000,3000,2000,2000,2380,0,0,0,1,31,0,1,1,1,0,0,0,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,1,0,0,0,0,0,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,0,1,1,0,0,0,0,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,31,0,1,0,0,1,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,0,1,0,0,0,0,0,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,31,0,1,1,0,0,1,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,31,1,0,0,0,1,1,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,31,1,0,0,0,1,0,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,0,1,0,0,1,0,1,1
1,0,1,0,0,1,55920.6008696954,1500,2000,500,500,550,0,0,0,1,31,1,0,0,0,0,0,1,NA
1,0,1,0,0,1,53139.8461527143,3000,1500,300,300,850,0,0,0,1,31,0,1,0,0,0,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,31,0,1,1,1,0,1,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,31,1,0,0,0,1,0,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,0,1,0,0,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,1,0,0,0,0,0,0,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,31,0,1,1,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,0,1,0,0,1,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,0,1,0,0,0,0,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,31,1,0,1,0,0,0,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,31,1,0,1,1,0,1,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,31,0,1,0,0,0,1,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,31,0,1,0,0,1,0,1,0
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,0,1,1,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,0,1,0,0,0,0,1,1
1,0,1,0,0,1,32941.4342030288,2000,3000,0,0,50,0,0,0,1,31,0,1,0,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,31,1,0,0,0,1,0,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,0,1,1,1,0,0,0,1
3,0,0,0,1,1,38866.9920127001,500,0,0,0,200,0,0,0,0,31,0,1,1,0,0,0,0,1
1,0,1,0,0,1,79467.7467296812,6000,8000,2000,2000,2000,1,0,0,1,31,0,1,0,0,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,0,1,0,0,0,0,0,1
3,0,0,0,1,1,39086.9920127001,80,100,0,0,50,0,0,0,0,31,1,0,0,0,1,1,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,0,1,1,0,0,0,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,31,0,1,0,0,1,1,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,1,0,0,0,0,NA,0,NA
0,1,0,0,0,1,50045.8497967341,15,115,100,100,560,1,0,0,1,31,0,1,1,0,0,1,0,0
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,31,0,1,0,0,1,0,1,1
1,0,1,0,0,1,53139.8461527143,150,0,0,0,510,0,0,0,1,31,0,1,0,0,1,0,1,1
2,0,0,1,0,1,53920.6008696955,300,700,400,400,860,1,1,0,0,31,1,0,1,0,0,0,1,NA
3,0,0,0,1,1,60467.7467296812,200,400,200,2600,250,0,0,0,0,31,0,1,0,0,0,0,1,1
2,0,0,1,0,1,53920.6008696955,300,375,75,75,195,1,0,0,1,31,0,1,0,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,0,1,0,0,1,0,1,1
1,0,1,0,0,1,53920.6008696955,300,500,200,3200,275,0,0,0,0,31,0,1,1,1,1,0,1,1
3,0,0,0,1,1,54645.8497967341,7000,8500,1500,3500,1550,1,0,0,1,31,1,0,1,0,0,0,1,NA
1,0,1,0,0,1,56739.8461527143,400,650,150,150,700,0,1,0,0,31,0,1,0,0,0,0,0,0
1,0,1,0,0,1,39967.7467296812,500,800,300,300,300,1,0,0,1,31,0,1,1,0,1,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,31,1,0,1,1,0,0,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,0,1,0,0,0,0,1,1
2,0,0,1,0,1,53920.6008696955,2400,3800,1400,1400,1400,1,0,0,0,31,0,1,0,0,1,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,1,0,0,0,1,1,1,NA
0,1,0,0,0,1,45706.7719522335,650,1000,350,350,950,0,0,0,0,31,0,1,0,0,0,0,0,1
0,1,0,0,0,1,57139.8461527143,2000,2500,500,500,2150,0,0,1,0,31,1,0,0,0,0,0,0,NA
2,0,0,1,0,1,54139.8461527143,200,600,300,300,810,0,1,0,0,31,0,1,0,0,0,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,31,1,0,0,0,0,0,1,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,1,0,0,31,0,1,0,0,1,0,1,1
1,0,1,0,0,1,39173.065313752,800,1000,200,200,575,1,0,0,0,31,1,0,0,0,0,1,1,NA
1,0,1,0,0,1,52645.8497967341,6500,8000,1500,1500,1500,0,0,0,1,31,0,1,0,0,1,0,1,1
2,0,0,1,0,1,38713.8289900532,25000,30000,5000,5000,5050,0,0,0,1,31,0,1,0,0,1,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,0,1,0,0,1,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,0,1,0,0,0,1,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,31,0,1,0,0,0,NA,0,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,31,0,1,0,0,1,1,1,1
1,0,1,0,0,1,53920.6008696955,150,200,80,80,603,1,0,0,1,31,0,1,0,0,1,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,31,0,1,0,0,0,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,31,1,0,1,1,0,0,0,NA
3,0,0,0,1,1,52145.8497967341,300,450,150,150,200,0,0,0,1,31,1,0,0,0,0,0,1,NA
3,0,0,0,1,1,100488.580063015,5000,7000,2000,3000,2050,1,1,0,0,31,0,1,0,0,1,0,1,1
0,1,0,0,0,1,53920.6008696955,3500,2000,500,2100,550,1,0,0,1,31,0,1,1,1,0,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,0,1,1,0,0,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,31,1,0,1,0,0,1,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,31,0,1,0,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,31,0,1,0,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,1,0,0,0,0,1,1,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,31,0,1,1,0,0,1,1,1
1,0,1,0,0,1,40594.2110153955,300,800,500,1300,500,0,0,0,0,31,0,1,0,0,1,0,1,1
0,1,0,0,0,1,40467.7467296812,100,300,200,200,750,0,0,1,0,31,0,1,1,0,0,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,0,1,0,0,0,0,0,1
1,0,1,0,0,1,89467.7467296812,23500,25000,1500,1500,1550,1,0,0,1,31,0,1,0,0,1,1,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,31,1,0,1,1,0,1,1,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,31,0,1,0,0,1,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,31,0,1,1,0,0,0,0,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,31,0,1,0,0,0,0,1,0
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,31,0,1,0,0,0,0,0,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,31,0,1,0,0,1,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,31,0,1,1,0,0,1,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,1,0,0,0,0,0,0,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,0,1,0,0,0,1,1,0
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,31,1,0,1,0,0,1,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,31,0,1,0,0,1,0,1,0
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,0,1,1,0,0,0,1,1
2,0,0,1,0,1,53139.8461527143,150,250,100,820,200,0,0,0,1,31,0,1,0,0,0,NA,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,0,1,0,0,1,0,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,31,0,1,0,0,1,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,0,1,1,1,0,0,0,1
1,0,1,0,0,1,45467.7467296812,3000,4000,1000,1000,1050,0,0,0,0,31,0,1,1,1,0,0,1,1
3,0,0,0,1,1,97761.3472982669,3500,4500,1000,2000,1050,0,0,0,0,31,1,0,0,0,0,0,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,31,0,1,1,1,0,1,0,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,31,1,0,0,0,0,1,1,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,0,0,0,0,0,0,1,0
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,31,1,0,1,0,0,1,0,NA
0,1,0,0,0,1,53920.6008696955,500,700,200,950,250,0,0,0,0,31,0,1,0,0,0,0,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,0,1,0,0,0,0,1,1
0,1,0,0,0,1,55220.4136638237,1000,5000,1500,1500,1500,0,0,0,0,31,0,0,0,0,0,0,0,0
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,31,0,1,0,0,0,0,0,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,30,1,0,1,0,1,1,1,NA
1,0,1,0,0,1,60920.6008696954,4500,6000,1500,1500,1500,0,0,0,0,30,0,1,0,0,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,30,0,1,0,0,0,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,1,0,0,30,0,1,1,1,0,0,0,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,30,0,1,1,1,0,0,1,1
0,1,0,0,0,1,53920.6008696955,500,700,200,200,200,0,0,0,0,30,0,1,1,1,0,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,30,1,0,1,1,0,0,0,NA
1,0,1,0,0,1,40313.4562984144,500,700,200,2280,200,0,0,0,1,30,0,1,0,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,30,1,0,0,0,0,0,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,30,0,1,1,1,0,1,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,30,0,1,1,0,0,1,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,30,0,1,1,1,0,0,0,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,30,0,1,1,0,0,1,1,0
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,30,1,0,1,0,0,0,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,30,0,1,0,0,0,0,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,1,0,0,30,0,1,0,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,30,1,0,0,0,0,0,1,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,30,0,1,1,1,1,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,30,0,1,0,0,0,0,1,0
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,30,0,1,0,0,1,0,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,30,0,1,1,0,0,1,0,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,30,0,1,1,1,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,30,0,1,1,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,30,0,0,0,0,1,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,30,0,1,0,0,0,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,30,0,1,0,0,0,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,30,1,0,1,0,0,1,0,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,30,0,1,1,0,0,1,0,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,30,0,1,1,1,0,0,1,1
0,1,0,0,0,1,67570.6986511815,8000,1000,2000,2000,2050,1,0,0,1,30,1,0,1,0,0,NA,0,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,30,1,0,1,0,0,1,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,30,0,1,1,0,0,0,0,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,30,0,1,0,0,1,0,1,1
2,0,0,1,0,1,53920.6008696955,500,1000,500,500,1000,1,0,0,1,30,0,1,1,0,0,1,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,30,0,1,1,0,0,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,30,0,1,1,0,0,1,1,0
1,0,1,0,0,1,53920.6008696955,300,500,200,200,250,0,0,0,1,30,0,1,0,0,0,0,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,30,0,1,0,0,1,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,30,0,1,0,0,0,0,1,1
1,0,1,0,0,1,53920.6008696955,6000,9000,3000,3000,3400,1,0,0,1,30,0,1,1,0,0,NA,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,30,0,1,0,0,0,1,0,1
2,0,0,1,0,1,53645.8497967341,500,900,400,400,475,1,0,0,1,30,0,1,1,0,0,1,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,30,1,0,1,0,1,0,0,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,30,1,0,0,0,1,0,1,NA
0,1,0,0,0,1,53920.6008696955,4000,5000,1000,1000,1050,0,0,0,1,30,0,1,0,0,0,0,0,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,30,0,1,0,0,1,0,1,1
2,0,0,1,0,1,45057.0651554097,500,1500,1000,1000,1050,1,0,0,1,30,0,1,1,0,0,1,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,30,0,1,0,0,0,0,0,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,30,1,0,0,0,0,0,1,NA
2,0,0,1,0,1,53920.6008696955,4000,6000,2000,2000,2000,0,0,0,1,30,0,1,1,1,0,0,0,1
0,1,0,0,0,1,72761.3472982669,1111,20000,5000,5000,5000,0,0,0,1,30,0,1,0,0,0,0,0,1
2,0,0,1,0,1,55920.6008696954,10000,13000,3000,3000,3450,0,0,0,0,30,0,1,0,0,1,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,30,0,1,0,0,0,0,1,1
0,1,0,0,0,1,60467.7467296812,700,1300,600,600,1150,0,0,0,0,30,0,0,0,0,1,0,0,1
3,0,0,0,1,1,70139.8461527143,10000,12000,2000,2000,2000,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,30,0,1,0,0,1,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,1,0,30,0,1,0,0,0,0,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,30,0,1,0,0,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,30,0,1,0,0,1,0,0,0
3,0,0,0,1,1,43467.7467296812,1000,1200,200,200,1275,1,0,0,1,30,0,1,1,1,0,0,1,1
1,0,1,0,0,1,64644.8497967341,9999,9999,9999,9999,9999,0,0,0,1,30,0,1,0,0,1,0,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,30,0,1,0,0,0,0,1,1
1,0,1,0,0,1,53920.6008696955,50,200,150,150,650,0,0,0,0,30,0,1,1,1,0,0,0,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,30,0,0,0,0,1,0,1,1
2,0,0,1,0,1,53920.6008696955,5000,6000,1000,1000,1850,0,0,0,0,30,0,1,1,1,0,0,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,30,0,1,0,0,0,0,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,30,0,1,1,1,0,0,0,1
2,0,0,1,0,1,53139.8461527143,700,1200,200,200,250,0,0,1,0,30,0,1,1,1,0,1,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,30,0,0,0,0,1,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,30,0,1,0,0,1,0,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,30,0,1,1,1,0,1,1,1
3,0,0,0,1,1,53139.8461527143,800,1000,200,202,1000,0,0,0,0,30,0,1,0,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,30,0,1,0,0,0,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,30,0,1,0,0,0,0,1,1
1,0,1,0,0,1,71171.9140098572,2000,20000,3000,4500,3000,0,0,0,0,30,0,1,1,1,0,0,0,1
3,0,0,0,1,1,65139.8461527143,1800,2300,500,500,550,1,0,0,0,30,0,1,1,1,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,30,0,1,1,1,0,0,1,1
1,0,1,0,0,1,47820.4136638237,945,1345,400,400,1010,0,1,0,0,30,0,1,1,1,0,0,1,1
3,0,0,0,1,1,41286.7719522335,50,100,50,50,50,0,0,0,1,30,0,1,0,0,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,30,1,0,0,0,1,0,0,NA
0,1,0,0,0,1,53239.8461527143,150,300,200,200,1600,0,0,0,0,30,0,1,0,0,1,0,0,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,30,1,0,0,0,0,0,0,NA
0,1,0,0,0,1,44067.7467296812,70000,80000,10000,10000,10000,1,0,0,1,30,1,0,1,0,0,1,0,NA
0,1,0,0,0,1,51215.0950797529,2000,2000,600,600,600,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,30,0,1,0,0,1,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,30,0,1,0,0,0,0,0,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,30,0,1,0,0,0,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,30,0,1,0,0,1,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,30,0,0,0,0,1,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,30,0,1,1,0,0,1,0,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,30,1,0,0,0,0,1,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,30,1,0,1,0,0,0,0,NA
3,0,0,0,1,1,40548.9920127001,1500,2000,250,250,750,0,0,0,1,30,0,1,1,1,0,0,1,1
1,0,1,0,0,1,53920.6008696955,10000,12000,2000,2000,2075,1,0,0,1,26,1,0,0,0,0,0,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,30,0,1,1,1,0,1,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,30,1,0,1,0,0,1,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,30,0,1,0,0,0,0,1,1
1,0,1,0,0,1,53920.6008696955,15000,18000,3000,3000,3050,0,0,0,1,30,0,1,0,0,1,0,1,1
0,1,0,0,0,1,62920.6008696955,48000,57000,9000,9000,9050,1,0,0,0,30,0,1,1,0,0,0,0,0
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,30,0,1,0,0,0,0,1,1
0,1,0,0,0,1,53920.6008696955,220,260,150,150,200,0,0,0,1,30,0,1,1,0,1,0,0,0
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,30,1,0,1,1,0,1,0,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,30,1,0,1,0,0,0,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,30,0,1,0,0,1,0,1,1
1,0,1,0,0,1,53920.6008696955,0,600,600,600,1100,0,0,0,0,30,0,1,0,0,1,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,30,1,0,0,0,1,1,1,NA
1,0,1,0,0,1,58865.095079753,1500,2000,500,500,880,1,0,0,1,30,1,0,1,0,0,1,0,NA
1,0,1,0,0,1,48320.4136638237,50,200,150,150,250,1,1,0,0,30,0,1,1,1,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,30,1,0,0,0,1,0,0,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,30,0,1,1,0,0,0,1,0
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,30,0,1,1,0,1,0,0,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,1,0,30,0,1,0,0,1,0,1,1
2,0,0,1,0,1,48965.0950797529,400,200,0,0,50,1,0,0,0,30,0,1,0,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,30,0,1,0,0,0,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,30,0,1,0,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,30,0,1,0,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,30,0,1,1,1,0,0,1,1
2,0,0,1,0,1,53920.6008696955,300,600,300,300,350,1,0,0,1,30,0,1,1,1,0,1,0,0
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,30,0,1,0,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,30,0,1,1,0,0,1,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,30,0,1,0,0,1,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,1,0,0,30,1,0,1,0,0,1,1,NA
